"CellID","X","Y","SVM_Mean_Probability","SVM_SD_Probability","SVM_Min_Probability","SVM_Max_Probability","SVM_Prediction_n"
243,531063.5791,4419914.11,0.0238464185747349,0.0204432926300762,0.000503363797485669,0.112047292189761,150
244,531088.5791,4419914.11,0.0237388408890751,0.0201409909938503,0.000516337546992305,0.111160502563234,150
245,531113.5791,4419914.11,0.0236450982220653,0.0198544450321412,0.000528833283504408,0.110290914324648,150
246,531138.5791,4419914.11,0.0237000605102832,0.0201161040597252,0.000512614638774095,0.110251673624838,150
247,531163.5791,4419914.11,0.0236345087631685,0.0198606512028473,0.0005234305312751,0.109423939539442,150
248,531188.5791,4419914.11,0.0235580916159706,0.0196086034687055,0.000535388673600124,0.108633429071563,150
249,531213.5791,4419914.11,0.0234783943037707,0.0193645872623174,0.000547950639380226,0.107875687723028,150
250,531238.5791,4419914.11,0.0234047448394542,0.0191331508713198,0.000560424366708431,0.107145995795586,150
251,531263.5791,4419914.11,0.0233899208151893,0.0189345282963575,0.000568856329563916,0.106416607502139,150
252,531288.5791,4419914.11,0.0233652219163488,0.0187408115301197,0.000578255634160698,0.105727919478756,150
253,531313.5791,4419914.11,0.0233221546649732,0.0185496427773312,0.00058904181490333,0.105083429407433,150
254,531338.5791,4419914.11,0.0232568304307234,0.0183240457584049,0.000611188934337458,0.104989166430015,150
255,531363.5791,4419914.11,0.0232552777944849,0.0181666400634357,0.000619393501913103,0.104387225411407,150
256,531388.5791,4419914.11,0.0234629784014089,0.0163363856979999,0.000603902891585793,0.0965302728966793,150
257,531413.5791,4419914.11,0.0234439775070618,0.0162060933633432,0.000612810000805835,0.0960254205814098,150
258,531438.5791,4419914.11,0.0249476415246656,0.0179402838151053,0.000629364315910137,0.0910089083649379,150
259,531463.5791,4419914.11,0.0251356045841973,0.0180105420789475,0.000658653036494673,0.0919930369924932,150
260,531488.5791,4419914.11,0.0250751432642521,0.0178682152582378,0.000668499215000911,0.0908215422976989,150
261,531513.5791,4419914.11,0.0249616395866329,0.0177167629169787,0.000680099648074045,0.0899394684800967,150
262,531538.5791,4419914.11,0.0248152402325573,0.0175669658728719,0.000692800403568572,0.0896689349062616,150
263,531563.5791,4419914.11,0.0246532399913642,0.0174273384172743,0.000706003331076741,0.0894405226109294,150
